,training set Accuracy,training set Precittion,training set Recall,training set F1 score,development set Accuracy,development set Precittion,development set Recall,development set F1 score,test set Accuracy,test set Precittion,test set Recall,test set F1 score,training set True positive ratio,training set True negative ratio,training set False positive ratio,training set False negative ratio,development set True positive ratio,development set True negative ratio,development set False positive ratio,development set False negative ratio,test set True positive ratio,test set True negative ratio,test set False positive ratio,test set False negative ratio,test AUC score,whole AUC score,loss,hek293 AUC score,hela AUC score,hl60 AUC score
36,84.92634463857486,88.53059728838403,87.44118711545423,87.98252002913328,64.77484678923527,72.47667514843087,71.74643157010915,72.1097046413502,74.78178815758434,79.94914638576098,80.97866077998528,80.46061049168341,55.17871417151993,29.747630467054925,7.148566860797077,7.925088500628069,45.536903810285104,19.237942978950173,17.292832400746068,17.932320810018652,51.92262326020288,22.859164897381458,13.021939136588816,12.196272705826846,0.7542228279195506,0.7899471447657546,0.5292537212371826,0.633815307499518,0.8144256458851555,0.8661635651602206
37,82.24277720680598,88.74146341463415,82.30184581976113,85.4004318843301,63.20277111644018,73.28990228013029,66.12090680100756,69.52107702493932,73.20122670441141,79.6921921921922,78.10890360559235,78.8926049795615,51.93559438163755,30.30718282516844,6.589014502683567,11.16820829051045,41.96642685851319,21.23634425792699,15.29443112176925,21.502797761790568,50.0825666430762,23.11866006133522,12.762443972635054,14.036329322953527,0.7533065413860116,0.7866717116232487,0.5426079034805298,0.6345479082321188,0.8190666087574525,0.8611897207214934
38,84.36679228046134,89.5980186702229,85.10676800579081,87.29466357308584,62.98960831334932,72.6815897670169,66.79261125104954,69.61277619776854,73.86175984902098,80.7017543859649,77.8513612950699,79.250936329588,53.70560694301702,30.66118533744433,6.235011990407674,9.39819572913098,42.39275246469491,20.59685584865441,15.933919531041832,21.076472155608847,49.9174333569238,23.944326492097193,11.936777541873084,14.201462609105922,0.7611022336782229,0.7946636735060995,0.5423683524131775,0.6437921727395411,0.8188988036482805,0.8791984678272304
39,85.89699668836359,87.67339771729587,90.3546869344915,88.99385081543534,64.93471889155342,70.8203125,76.11251049538204,73.37110481586403,75.51309271054494,78.37837837837837,85.3568800588668,81.71891511095455,57.0172433481786,28.879753340184994,8.016443987667008,6.0865593239693965,48.30802025046629,16.62669864108713,19.904076738609113,15.161204369837463,54.72988912479359,20.783203585751355,15.09790044821892,9.38900684123614,0.7540680171007901,0.7926604611733385,0.5301710963249207,0.6500867553499132,0.813427040970769,0.8524997856101535
40,85.10905561265274,89.75517890772127,86.24683315237061,87.96603912882982,62.72315480948575,72.41222070223439,66.66666666666666,69.4207650273224,73.74380750176928,80.80614203454894,77.44665194996321,79.09073830546684,54.42503140344866,30.684024209204065,6.2121731186479385,8.678771268699325,42.312816413535835,20.410338395949907,16.120436983746337,21.156408206767917,49.65793819297004,24.085869308799246,11.79523472517103,14.460957773059684,0.7612107221973072,0.7961179486380261,0.528255045413971,0.6542220936957779,0.8146197733643938,0.8741388674499043
41,83.6473678200297,89.99609222352481,83.35142960550127,86.54641112363774,62.66986410871303,73.7991266375546,63.85390428211587,68.4672518568535,73.05968388770937,80.80531665363566,76.0485651214128,78.35481425322214,52.59792166266987,31.049446157359828,5.846751170492177,10.505881009478133,40.52757793764988,22.142286171063148,14.388489208633093,22.941646682653875,48.76150035385704,24.298183533852324,11.582920500117952,15.357395612172683,0.7570789665797306,0.7937187892878838,0.5248632431030273,0.6600636205899364,0.8236031047235493,0.8700797530228968
42,85.04053899737353,90.07604562737642,85.74013753166848,87.85462636751345,63.6290967226219,73.7062937062937,66.3727959697733,69.84758117958914,74.09766454352442,80.65859197577593,78.40323767476085,79.51492537313433,54.10528719881238,30.935251798561154,5.960945529290853,8.998515473335617,42.126298960831335,21.502797761790568,15.027977617905675,21.34292565947242,50.271290398678936,23.826374144845484,12.054729889124793,13.84760556735079,0.758656948417519,0.7972530408143813,0.5304955244064331,0.6531231925968768,0.8223865176820522,0.8797844667409884
43,85.78280232956492,89.15310042070605,88.20123054650742,88.67461111616483,63.81561417532641,71.4585079631182,71.57850545759865,71.51845637583892,75.11205472988912,80.6036069193964,80.5739514348786,80.58877644894204,55.65833047847436,30.124471851090558,6.771725476761448,7.445472193673633,45.43032240873968,18.385291766586732,18.145483613109512,18.038902211564082,51.66312809624911,23.44892663364001,12.432177400330266,12.455767869780608,0.7634081892020421,0.7970586676623785,0.5240291953086853,0.6569018700597647,0.8263373409141759,0.8806277334705429
44,85.69144684252598,87.25370531822144,90.55374592833876,88.87310185596306,65.17452704503064,70.76091154886056,76.91015952980689,73.70750352041841,75.7725878744987,77.9874213836478,86.68138337012509,82.10489632340128,57.14285714285714,28.548589699668835,8.347607628183168,5.960945529290853,48.814281907807086,16.360245137223554,20.17053024247269,14.654942712496668,55.5791460250059,20.193441849492803,15.687662184477471,8.539749941023826,0.7580193213577489,0.7957578975994928,0.5330175757408142,0.6524195103142472,0.8269320619628591,0.893019466598062
45,87.05035971223022,89.68196602818938,89.81179876945349,89.74683544303798,64.00213162803091,71.48812005002084,71.9983207388749,71.74231332357247,74.97051191318708,79.89895344640924,81.45695364238411,80.67043177263619,56.67466027178257,30.37569944044764,6.520497887404362,6.429142400365421,45.69677591260325,18.305355715427655,18.225419664268586,17.772448707700505,52.22929936305732,22.741212550129745,13.139891483840529,11.8895966029724,0.7600059795678746,0.8024015662481462,0.5239134430885315,0.6849045691150955,0.8317819586475566,0.8951919503758969
46,87.56423432682425,89.79372197309416,90.58993847267462,90.19007296639943,65.09459099387158,72.03947368421053,73.55163727959699,72.78770253427503,76.48030195800897,80.2035802035802,84.0691685062546,82.09089276091251,57.16569601461687,30.39853831220738,6.4976590156446274,5.938106657531118,46.682653876898485,18.411937116973085,18.118838262723155,16.786570743405278,53.90422269403161,22.576079263977352,13.305024769992924,10.214673271998114,0.7670168535765411,0.8077008071469439,0.520855188369751,0.6886543281280123,0.8300923915189324,0.8839007517937284
47,88.22656160785657,90.299444145598,91.13282663771263,90.71422138160857,64.10871302957634,71.1138310893513,73.17380352644837,72.12911235257604,75.96131163010143,79.14236706689537,84.87858719646799,81.91017219953844,57.5082790910129,30.71828251684367,6.177914811008336,5.595523581135091,46.442845723421264,17.665867306155075,18.864908073541166,17.026378896882495,54.423213021939134,21.538098608162304,14.343005425807972,9.695682944090587,0.764506499393577,0.8062709775531709,0.5210971236228943,0.6833526122999807,0.8348402890196233,0.877197495926593
48,86.0682882265616,87.24913494809688,91.25950054288816,89.20926941447019,64.45510258459899,70.29434546862898,76.19647355163728,73.12651087832394,75.30077848549186,77.56516001319696,86.49742457689477,81.78813706731606,57.588215142171975,28.48007308438963,8.416124243462372,5.515587529976019,48.361310951239005,16.093791633359977,20.436983746336264,15.107913669064748,55.46119367775418,19.839584807737673,16.0415192262326,8.657702288275537,0.74831256207551,0.7948118145431908,0.5257066488265991,0.6706670522459995,0.8220813427040969,0.8685504387845524
49,87.27874842982757,89.66199208917655,90.24610930148388,89.95310245310245,63.41593391953104,70.92492741600995,71.78841309823679,71.35405800125181,75.9377211606511,79.52016689847011,84.14275202354673,81.76617804790848,56.94872673289939,30.33002169692817,6.566175630923832,6.155075939248602,45.563549160671464,17.85238475885958,18.678390620836662,17.905675459632295,53.95140363293229,21.986317527718803,13.894786506251474,10.16749233309743,0.7627134756528541,0.8013598758544758,0.5222482681274414,0.6679101600154231,0.8264615495979258,0.8698510705199668
50,82.03722736096837,90.92979913025471,79.46073108939558,84.8092708836311,61.12443378630429,74.37929212889594,59.109991603694375,65.87134502923976,71.76220806794055,83.16615787178368,70.16188373804268,76.11255238475353,50.142742948498345,31.894484412470025,5.00171291538198,12.961059723649651,37.51665334399147,23.607780442312816,12.922994937383429,25.952571276312288,44.987025241802314,26.775182826138238,9.105921207832036,19.13187072422741,0.7751805844011652,0.8029243057628546,0.5294486880302429,0.6470021206863312,0.8273170266250772,0.8749821341794586
51,86.39945186707777,89.30190389845875,89.12414042707202,89.21293361108594,64.88142819078071,72.00165425971878,73.08984047019311,72.54166666666667,75.84335928284973,79.86600846262341,83.33333333333334,81.56283759452648,56.24072170834761,30.158730158730158,6.737467169121845,6.863080963800389,46.38955502264855,18.491873168132162,18.038902211564082,17.079669597655208,53.432413305024774,22.41094597782496,13.470158056145317,10.686482661004954,0.7691802138227677,0.8024428954226794,0.5207762122154236,0.6811644495855022,0.8251404956502283,0.8587027985021296
52,85.83989950896425,90.7724505327245,86.33731451321029,88.49935076980152,62.29682920330403,72.35321312991216,65.7010915197313,68.86688668866887,73.83816937957064,80.76481835564053,77.70419426048565,79.20495030939433,54.48212858284801,31.357770926116252,5.538426401735754,8.621674089299988,41.699973354649615,20.59685584865441,15.933919531041832,21.769251265654145,49.82307147912243,24.015097900448218,11.866006133522058,14.295824486907287,0.763953897338173,0.8050144108022812,0.518538236618042,0.6815693078850973,0.8300710045932537,0.8799988565874853
53,88.16946442845723,90.18976011457215,91.16901918204849,90.67674586033117,63.655742073008255,70.60728744939271,73.21578505457599,71.88788128606761,76.12644491625383,80.05637773079634,83.59087564385578,81.78545716342693,57.53111796277264,30.638346465684595,6.257850862167409,5.572684709375357,46.469491073807625,17.186250999200638,19.344524380495603,16.999733546496138,53.59754659117717,22.528898325076668,13.352205708893608,10.521349374852559,0.76620252448067,0.8067584512475123,0.5217899680137634,0.6916329284750338,0.8293923809899844,0.8800703198696509
54,88.32933653077538,90.591204037491,90.95186391603329,90.77117572692795,63.86890487609912,70.92169657422512,73.00587741393787,71.94869673148531,76.05567350790281,80.14159292035399,83.29654157468727,81.68861627277647,57.394084732214225,30.935251798561154,5.960945529290853,5.709717939933768,46.33626432187583,17.53264055422329,18.998134825472953,17.132960298427925,53.40882283557443,22.646850672328377,13.234253361641896,10.710073130455296,0.7685324273030165,0.8101389287348855,0.5210626721382141,0.7087912087912087,0.8315327187059924,0.8945201955235399
55,89.07159986296676,90.72918523801034,92.0919290626131,91.40547822182307,64.3218758326672,70.8850620744894,74.3073047858942,72.55585160893627,76.48030195800897,79.8266897746967,84.73142016188375,82.20596109227199,58.113509192645886,30.958090670320885,5.938106657531118,4.990293479502113,47.16227018385292,17.15960564881428,19.371169730881963,16.30695443645084,54.32885114413777,22.151450813871197,13.729653220099081,9.790044821891955,0.7681048833621427,0.8119832489120775,0.5179113149642944,0.7042220936957779,0.8352589792184888,0.8803132950290141
56,87.86113965970081,91.60917396979302,88.90698516105682,90.2378547157682,63.229416466826535,72.73139745916517,67.29638958858104,69.90841692106412,74.61665487143195,81.24048706240488,78.55040470934512,79.87280209502433,56.10368847778919,31.757451181911613,5.138746145940391,7.000114194358799,42.7124966693312,20.516919797495337,16.013855582200907,20.756727950972557,50.3656522764803,24.25100259495164,11.630101439018636,13.753243689549421,0.7662987974585869,0.8101237741918994,0.5145612955093384,0.6987468671679199,0.8359565220252432,0.8898893748392076
57,89.42560237524266,91.56125767979762,91.69381107491856,91.62748643761302,63.895550226485476,71.29821650767316,72.16624685138538,71.72960567494263,76.7869780608634,80.46380885453269,84.25312729948492,82.31488138030196,57.8622816032888,31.56332077195387,5.332876555898139,5.241521068859199,45.80335731414868,18.092192912336795,18.438582467359446,17.665867306155075,54.022175041283326,22.76480301958009,13.116301014390185,10.096720924746402,0.7721231916765963,0.8151640122700771,0.5069746971130371,0.6953441295546557,0.8372578341953909,0.8856301632221365
58,89.07159986296676,90.51250221670509,92.3633731451321,91.42857142857143,64.6416200373035,70.87455480807282,75.18891687657431,72.96801792625789,76.90493040811512,80.37024100593783,84.65783664459161,82.45834079913995,58.2848007308439,30.786799132122873,6.10939819572913,4.8190019413041,47.721822541966425,16.919797495337065,19.61097788435918,15.74740207833733,54.281670205237084,22.623260202878036,13.25784383109224,9.83722576079264,0.7715153173210568,0.8149598486070377,0.5175617933273315,0.7116637748216695,0.8351619154788696,0.9063831003630335
59,87.8268813520612,89.12280701754386,91.92906261310169,90.50418670942454,64.02877697841727,70.44374009508716,74.64315701091519,72.48267427639624,76.15003538570417,79.06026557711951,85.43046357615894,82.12201591511938,58.010734269727074,29.816147082334133,7.080050245517872,5.09306840242092,47.37543298694378,16.653343991473488,19.877431388222753,16.093791633359977,54.77707006369427,21.372965322009907,14.508138711960367,9.341825902335456,0.7613900850443557,0.8067468932187847,0.5182895660400391,0.7085887796414113,0.8284250338900515,0.8863162107309265
60,85.72570515016558,90.72380952380954,86.19254433586681,88.40014847809948,62.53663735678124,72.82507015902712,65.36523929471034,68.89380530973452,73.38995046001415,81.25,76.0485651214128,78.56328392246294,54.39077309580907,31.334932054356514,5.561265273495489,8.71302957633893,41.48681055155875,21.049826805222487,15.480948574473755,21.982414068745005,48.76150035385704,24.628450106157114,11.252653927813164,15.357395612172683,0.7636644736746622,0.8051819253702388,0.5283207893371582,0.6996722575669944,0.8302371645542965,0.8786839321956379
61,86.57074340527578,89.51671511627907,89.16033297140788,89.33816863100634,63.20277111644018,70.77625570776256,71.57850545759865,71.17512001669797,75.23000707714084,79.72202423378475,82.30316409124356,80.99203475742216,56.26356058010734,30.30718282516844,6.589014502683567,6.840242092040653,45.43032240873968,17.772448707700505,18.758326671995736,18.038902211564082,52.77188016041519,22.458126916725643,13.422977117244633,11.34701580561453,0.7579072044600996,0.8030856724431912,0.5275903344154358,0.7164353190668981,0.8320344888853792,0.8586170425635309
62,88.26081991549617,89.87588652482269,91.73000361925443,90.7934802077736,64.05542232880363,70.3586913677572,74.93702770780857,72.5757267737345,75.84335928284973,78.6342123056119,85.5776306107432,81.95912614517266,57.88512047504854,30.37569944044764,6.520497887404362,5.218682197099463,47.561950439648285,16.49347188915534,20.0373034905409,15.907274180655476,54.87143194149564,20.971927341354093,14.909176692616184,9.247464024534088,0.7595913768438816,0.8062976440157277,0.5293763279914856,0.7110950453055717,0.8372487858806807,0.8665351742274818
63,88.9916638118077,90.25767737380869,92.54433586681144,91.38670478913511,64.80149213962164,70.682261208577,76.11251049538204,73.29694764503739,76.19721632460485,79.19371370003417,85.28329654157469,82.1257750221435,58.39899508964257,30.592668722165122,6.303528605686879,4.704807582505424,48.30802025046629,16.49347188915534,20.0373034905409,15.161204369837463,54.682708185892906,21.51450813871196,14.366595895258316,9.436187780136825,0.7656138805315236,0.8120898917077262,0.5166441202163696,0.7272797378060535,0.8345721298745739,0.8752108166823886
64,88.54630581249286,90.29039729200072,91.7119073470865,90.99560104138612,63.73567812416733,70.60960839725475,73.42569269521411,71.99012142416134,76.10285444680349,79.18521054433413,85.09933774834437,82.0358219542472,57.873701039168665,30.672604773324196,6.223592554527806,5.230101632979331,46.60271782573941,17.132960298427925,19.39781508126832,16.866506794564348,54.56475583864119,21.538098608162304,14.343005425807972,9.554140127388536,0.7589052504572966,0.8077090453163562,0.5298029184341431,0.7187102371312898,0.8286973059054237,0.8895463510848126
65,88.44353088957405,91.70362158167036,89.81179876945349,90.74785152678734,62.45670130562216,71.88484030589294,67.0864819479429,69.4028230184582,75.27718801604152,81.72492401215806,79.13907284768213,80.41121495327104,56.67466027178257,31.768870617791485,5.127326710060523,6.429142400365421,42.579269917399415,19.877431388222753,16.653343991473488,20.889954702904344,50.74309978768577,24.534088228355742,11.34701580561453,13.375796178343949,0.7749796931746329,0.8147098447569232,0.5102695822715759,0.708723732407943,0.8342143101564864,0.877883543435383
66,89.61973278520041,91.33393017009848,92.3090843286283,91.81891818918189,63.682387423394616,70.71980479869866,73.00587741393787,71.84466019417476,76.88133993866478,79.9448656099242,85.3568800588668,82.56227758007118,58.2505424232043,31.369190361996118,5.527006965855887,4.853260248943702,46.33626432187583,17.346123101518785,19.18465227817746,17.132960298427925,54.72988912479359,22.151450813871197,13.729653220099081,9.38900684123614,0.7689313070532293,0.8156611612025625,0.5213605165481567,0.7248987854251012,0.836199181374291,0.8949203899036675
67,89.63115222108028,92.41366642174872,91.04234527687296,91.72288058340929,62.7498001598721,72.28260869565217,67.00251889168766,69.54248366013073,76.00849256900213,82.39999999999999,79.58057395143487,80.96574957888825,57.45118191161357,32.17997030946671,4.7162270183852915,5.65262076053443,42.525979216626695,20.223820943245403,16.30695443645084,20.943245403677057,51.02618542108988,24.982307147912245,10.898796886058031,13.092710544939845,0.7811560401134182,0.8235447435115116,0.5116350054740906,0.7254289570079043,0.8411033679472499,0.9109281651087671
68,89.80244375927829,91.67116387839539,92.21860296778863,91.94406856111861,63.09618971489475,70.8839547549225,71.03274559193954,70.95827217446006,76.31516867185657,80.80517613227893,82.70787343635025,81.74545454545455,58.19344524380495,31.608998515473335,5.287198812378668,4.9103574283430405,45.08393285371702,18.012256861177725,18.51851851851852,18.385291766586732,53.03137532436896,23.283793347487617,12.59731068648266,11.08752064166077,0.7764534196016621,0.819725299163128,0.5068022012710571,0.726547137073453,0.8330980771508667,0.8941057084869795
69,88.2494004796163,90.57931781266919,90.82519001085775,90.70208728652752,62.803090860644815,70.50748752079868,71.15869017632241,70.83159214375262,76.05567350790281,80.59647862019403,82.52391464311995,81.54880930739866,57.31414868105516,30.935251798561154,5.960945529290853,5.78965399109284,45.1638689048761,17.63922195576872,18.891553423927522,18.305355715427655,52.91342297711724,23.142250530785564,12.738853503184714,11.20547298891248,0.7707117524149278,0.8114094281360966,0.5106538534164429,0.7096780412569885,0.8318329582395598,0.883400508818569
70,88.38643371017471,91.35938359933957,90.11943539630836,90.73517354468434,63.6290967226219,72.09908735332465,69.64735516372797,70.85201793721973,76.62184477471101,81.32027566195138,82.48712288447388,81.89954337899543,56.86879068174032,31.517643028434396,5.378554299417608,6.235011990407674,44.20463629096722,19.424460431654676,17.106314948041568,19.26458832933653,52.8898325076669,23.732012267044116,12.149091766926162,11.229063458362821,0.7767889236729447,0.8162211415465361,0.5077305436134338,0.7163871216502797,0.8377373948750346,0.8861732841665954
71,89.45986068288227,90.77059344552701,92.72529858849077,91.73753468803152,64.85478284039435,71.03284527107242,75.35684298908481,73.1309839071094,77.54187308327435,80.44827586206897,85.83517292126564,83.05446778212887,58.51318944844125,30.94667123444102,5.949526093410985,4.5906132237067485,47.82840394351185,17.026378896882495,19.50439648281375,15.6408206767919,55.036565227648026,22.505307855626327,13.375796178343949,9.082330738381694,0.7774621088426489,0.8172234854594312,0.5083726048469543,0.7252168883747832,0.8384744212368882,0.8813995369179316
72,89.0601804270869,91.242325749368,91.4404632645675,91.3412870571222,63.60245137223555,70.99173553719008,72.12426532325776,71.55351936693044,75.96131163010143,80.04952246197382,83.25974981604121,81.62308385933272,57.70240950097065,31.357770926116252,5.538426401735754,5.401393171177344,45.776711963762324,17.825739408473222,18.705035971223023,17.692512656541435,53.38523236612409,22.576079263977352,13.305024769992924,10.733663599905638,0.7663314528656692,0.8140515135807298,0.5037619471549988,0.7175342201657992,0.8333201721483002,0.8957922419460881
73,89.84812150279777,92.08567798148485,91.80238870792617,91.94381513366561,62.909672262190256,71.04591836734694,70.15113350125944,70.595690747782,76.52748289690965,81.20246287576964,82.48712288447388,81.8397517795218,57.930798218568,31.91732328422976,4.978874043622246,5.173004453579993,44.524380495603516,18.385291766586732,18.145483613109512,18.94484412470024,52.8898325076669,23.637650389242744,12.243453644727529,11.229063458362821,0.7763667013539658,0.8191493496810583,0.5072575807571411,0.7187198766146135,0.8339074900304022,0.8956064374124576
74,90.04225191275552,91.86757826556315,92.39956568946796,92.13280404186214,64.26858513189448,71.30577159230455,73.13182199832073,72.20725388601035,76.59825430526067,80.58114812189936,83.6644591611479,82.09386281588448,58.307639602603636,31.734612310151878,5.1615850177001255,4.796163069544365,46.416200373034904,17.85238475885958,18.678390620836662,17.05302424726885,53.64472753007785,22.953526775182826,12.927577258787451,10.474168435951874,0.7720380457262781,0.8195572697095821,0.5063883066177368,0.7373048004626952,0.8386965162343216,0.8813852442614984
